Customer_Status,Age,Gender,Income_Level,Tenure_Months,Inactive_Months_In_Last_12,Credit_Limit,Total_Trans_Amount,Total_Trans_Count,Avg_Utilization_Ratio
Attrited Customer,41,M,$120K +,24,2,9924.0,1949,43,0.0
Existing Customer,38,F,$40K - $60K,36,2,2331.0,4417,69,0.73
Existing Customer,50,F,Less than $40K,36,3,2999.0,5119,83,0.61
Existing Customer,58,M,$80K - $120K,44,2,11811.0,1469,29,0.21
Existing Customer,39,F,Less than $40K,29,2,1923.0,1670,37,0.44
Existing Customer,44,F,Less than $40K,24,3,2003.0,1756,42,0.61
Existing Customer,45,M,$60K - $80K,37,1,15626.0,3386,65,0.07
Existing Customer,40,F,Unknown,28,3,2321.0,5149,98,0.51
Existing Customer,54,M,$60K - $80K,48,2,14948.0,3094,56,0.14
Existing Customer,53,M,$120K +,45,1,9343.0,1385,31,0.14
Existing Customer,42,M,Less than $40K,36,2,6153.0,7434,92,0.16
Existing Customer,61,M,$60K - $80K,49,3,3352.0,1952,50,0.51
Existing Customer,53,M,$60K - $80K,45,1,15583.0,3938,69,0.0
Existing Customer,30,M,Less than $40K,23,2,2997.0,1577,35,0.46
Existing Customer,62,M,$80K - $120K,51,2,5711.0,4320,72,0.0
Existing Customer,51,F,Unknown,39,3,2002.0,1585,40,0.62
Existing Customer,53,F,Unknown,36,2,11098.0,2156,46,0.07
Attrited Customer,41,M,$40K - $60K,28,3,11091.0,1234,34,0.0
Attrited Customer,55,F,Less than $40K,45,3,12207.0,5838,74,0.0
Attrited Customer,54,M,$80K - $120K,36,3,9457.0,1196,28,0.04
Existing Customer,44,M,$80K - $120K,33,2,23665.0,4190,87,0.07
Existing Customer,32,F,Less than $40K,26,2,2778.0,1680,33,0.83
Existing Customer,32,M,$40K - $60K,26,2,2576.0,2880,69,0.68
Existing Customer,63,F,Less than $40K,53,3,2271.0,1550,33,0.56
Existing Customer,46,F,Less than $40K,30,1,5494.0,8328,78,0.39
Attrited Customer,43,F,Unknown,25,2,21961.0,2237,39,0.0
Attrited Customer,48,F,Less than $40K,35,1,10357.0,911,25,0.0
Existing Customer,45,M,$60K - $80K,36,1,14593.0,3447,72,0.1
Attrited Customer,37,F,Unknown,24,2,11239.0,2055,43,0.0
Existing Customer,42,M,$60K - $80K,27,3,13804.0,7376,97,0.14
Attrited Customer,46,M,$80K - $120K,34,3,9959.0,4859,64,0.0
Existing Customer,45,F,Less than $40K,41,2,5596.0,3212,64,0.0
Existing Customer,60,M,Less than $40K,53,3,2402.0,1650,53,0.72
Attrited Customer,47,F,Less than $40K,35,3,5398.0,1887,36,0.0
Existing Customer,50,F,Less than $40K,40,1,3449.0,8300,94,0.47
Existing Customer,52,M,$60K - $80K,47,3,3085.0,1531,35,0.62
Existing Customer,45,F,Less than $40K,26,3,1438.3,3749,77,0.0
Existing Customer,51,M,$60K - $80K,43,2,9619.0,3690,76,0.18
Existing Customer,52,M,$40K - $60K,43,3,8748.0,3533,73,0.26
Existing Customer,56,F,Less than $40K,42,2,3495.0,4466,85,0.41
Existing Customer,58,F,$40K - $60K,46,3,1996.0,3421,55,0.93
Existing Customer,36,M,$40K - $60K,31,3,11558.0,2220,53,0.0
Attrited Customer,58,M,$80K - $120K,47,3,12151.0,918,14,0.15
Existing Customer,44,F,Less than $40K,30,3,2709.0,5056,89,0.64
Attrited Customer,44,M,$60K - $80K,36,3,9114.0,2740,52,0.0
Existing Customer,53,F,$40K - $60K,40,1,2127.0,1363,37,0.94
Existing Customer,42,M,$60K - $80K,36,2,4953.0,4026,53,0.41
Existing Customer,53,M,$60K - $80K,46,2,6658.0,1309,40,0.26
Existing Customer,46,M,$60K - $80K,29,2,3429.0,4591,85,0.0
Existing Customer,48,M,$60K - $80K,37,3,11959.0,1191,40,0.14
Existing Customer,38,F,Less than $40K,29,1,3304.0,5178,79,0.4
Attrited Customer,39,F,Unknown,26,2,4376.0,2862,52,0.2
Attrited Customer,50,F,$40K - $60K,36,3,5349.0,2122,46,0.45
Existing Customer,46,F,Less than $40K,34,2,1438.3,5013,81,0.0
Attrited Customer,49,F,Less than $40K,43,3,1675.0,2622,53,0.0
Existing Customer,53,F,Unknown,45,1,2495.0,1311,31,0.54
Existing Customer,49,F,$40K - $60K,44,2,2578.0,4683,89,0.62
Existing Customer,40,F,Less than $40K,30,1,2019.0,8426,102,0.4
Existing Customer,43,F,Less than $40K,36,2,6979.0,1665,44,0.13
Attrited Customer,32,M,$60K - $80K,24,2,4097.0,8376,64,0.0
Existing Customer,47,M,$60K - $80K,36,3,9132.0,3809,71,0.09
Existing Customer,53,F,Less than $40K,46,1,4117.0,5218,88,0.19
Existing Customer,46,M,$60K - $80K,33,2,21548.0,1582,38,0.06
Existing Customer,62,M,$80K - $120K,49,1,2437.0,1651,32,0.57
Existing Customer,50,F,Less than $40K,43,2,2927.0,1474,26,0.48
Existing Customer,35,F,Less than $40K,36,2,5546.0,1770,46,0.33
Existing Customer,54,M,$80K - $120K,47,1,16494.0,1302,36,0.08
Existing Customer,54,F,$40K - $60K,49,3,5476.0,1532,44,0.46
Existing Customer,41,M,$60K - $80K,36,3,6062.0,3877,66,0.13
Existing Customer,43,M,$60K - $80K,31,3,2834.0,4581,70,0.61
Existing Customer,35,F,Unknown,29,1,2423.0,4651,69,0.0
Existing Customer,46,M,$60K - $80K,35,1,5131.0,7432,92,0.29
Existing Customer,36,M,$80K - $120K,36,3,2607.0,2045,39,0.72
Existing Customer,44,F,$40K - $60K,27,1,3183.0,4017,63,0.79
Existing Customer,57,F,Unknown,46,1,4283.0,4689,65,0.11
Existing Customer,50,M,$120K +,38,4,2123.0,4516,78,0.47
Existing Customer,58,F,$40K - $60K,46,3,1871.0,4553,90,0.72
Existing Customer,51,F,$40K - $60K,45,2,6778.0,3158,71,0.13
Existing Customer,54,F,Unknown,43,3,5839.0,1640,44,0.36
Existing Customer,52,M,$120K +,36,1,2981.0,1648,30,0.46
Existing Customer,43,F,Less than $40K,29,1,2304.0,1273,36,0.69
Attrited Customer,49,F,Less than $40K,38,2,1757.0,2557,45,0.0
Existing Customer,42,M,$60K - $80K,38,1,10239.0,1228,26,0.05
Existing Customer,55,F,$40K - $60K,42,2,5431.0,4569,82,0.37
Existing Customer,46,F,Less than $40K,38,2,2671.0,4519,79,0.64
Attrited Customer,49,F,Less than $40K,36,2,1763.0,2813,43,0.0
Existing Customer,51,F,Less than $40K,47,2,3069.0,4512,83,0.82
Existing Customer,42,F,Less than $40K,33,3,3815.0,4430,94,0.31
Existing Customer,43,F,$40K - $60K,35,3,2297.0,3161,65,0.46
Attrited Customer,42,F,$40K - $60K,37,3,4139.0,2232,41,0.0
Existing Customer,39,F,Less than $40K,36,3,2650.0,4512,80,0.62
Existing Customer,41,F,Less than $40K,33,2,2888.0,4713,77,0.28
Existing Customer,43,F,Less than $40K,38,2,2655.0,4025,62,0.62
Existing Customer,42,F,Less than $40K,18,1,1694.0,3857,70,0.63
Existing Customer,55,M,$80K - $120K,43,2,21351.0,1887,32,0.12
Existing Customer,59,F,Unknown,52,2,3578.0,4065,79,0.18
Existing Customer,46,M,$60K - $80K,36,1,5489.0,3215,64,0.22
Existing Customer,44,F,Less than $40K,39,1,2771.0,8268,73,0.64
Existing Customer,43,M,$120K +,31,3,1438.3,1867,45,0.0
Existing Customer,41,F,Less than $40K,36,2,2359.0,5232,78,0.64
Existing Customer,46,M,$60K - $80K,36,2,15405.0,1763,44,0.11
Existing Customer,39,F,Less than $40K,31,2,1862.0,5105,79,0.39
Existing Customer,42,F,$40K - $60K,28,2,2827.0,3891,81,0.67
Existing Customer,49,M,$80K - $120K,30,2,20895.0,3210,65,0.09
Existing Customer,43,F,Less than $40K,32,3,4204.0,3799,85,0.0
Existing Customer,36,F,Less than $40K,26,3,2517.0,3569,62,0.0
Attrited Customer,45,M,$80K - $120K,39,3,8383.0,2600,44,0.0
Existing Customer,32,F,Less than $40K,23,2,2156.0,4106,66,0.52
Existing Customer,52,F,$40K - $60K,42,3,3028.0,4119,81,0.75
Existing Customer,55,M,$80K - $120K,47,2,3436.0,1097,33,0.59
Existing Customer,40,M,$80K - $120K,28,2,19279.0,1777,56,0.07
Existing Customer,41,F,$40K - $60K,33,3,6230.0,3769,77,0.19
Existing Customer,43,M,$60K - $80K,30,2,1438.3,5200,89,0.0
Existing Customer,62,F,$40K - $60K,49,1,1540.0,3714,56,0.52
Existing Customer,51,M,$60K - $80K,37,1,8511.0,3775,62,0.0
Existing Customer,43,F,Less than $40K,28,1,1438.3,4482,54,0.0
Existing Customer,46,F,Unknown,36,3,6853.0,3543,52,0.24
Existing Customer,52,M,$120K +,44,1,9274.0,2048,59,0.23
Existing Customer,38,M,$80K - $120K,32,2,3192.0,4236,87,0.79
Existing Customer,53,F,Less than $40K,33,2,2255.0,4270,76,0.73
Existing Customer,48,F,Unknown,37,2,3829.0,4313,85,0.22
Existing Customer,55,M,$80K - $120K,44,3,2663.0,4317,81,0.67
Existing Customer,46,M,$60K - $80K,34,2,9451.0,3179,79,0.14
Existing Customer,46,M,$40K - $60K,36,2,4707.0,3188,71,0.24
Existing Customer,47,M,$80K - $120K,34,1,20620.0,1477,23,0.05
Existing Customer,42,M,$40K - $60K,37,3,2247.0,1300,31,0.46
Existing Customer,34,M,$40K - $60K,26,1,1438.3,2243,43,0.49
Existing Customer,38,M,$120K +,29,1,2818.0,2916,45,0.59
Existing Customer,52,F,$40K - $60K,40,3,1438.3,4700,92,0.0
Existing Customer,57,F,$40K - $60K,36,4,4784.0,4912,82,0.34
Existing Customer,54,M,$120K +,42,3,3092.0,1369,37,0.7
Attrited Customer,44,M,$60K - $80K,33,2,2540.0,1531,31,0.0
Existing Customer,55,F,Less than $40K,39,2,2426.0,5175,82,0.66
Existing Customer,44,M,$80K - $120K,34,4,22074.0,4406,80,0.0
Existing Customer,41,M,$60K - $80K,31,1,8228.0,4933,68,0.24
Existing Customer,60,F,Less than $40K,49,1,3955.0,1560,43,0.51
Existing Customer,41,M,$80K - $120K,28,3,7142.0,7892,83,0.27
Existing Customer,46,F,Less than $40K,41,2,1937.0,4303,89,0.47
Existing Customer,50,F,Unknown,36,3,2521.0,1328,33,0.64
Existing Customer,41,F,$40K - $60K,25,2,2768.0,5112,86,0.8
Existing Customer,51,M,$80K - $120K,39,1,8924.0,4441,87,0.0
Existing Customer,53,F,Less than $40K,41,2,3472.0,4520,84,0.72
Attrited Customer,43,F,Less than $40K,32,3,1628.0,2219,49,0.17
Existing Customer,47,F,Less than $40K,35,3,2793.0,3485,72,0.54
Attrited Customer,45,M,$80K - $120K,36,3,3845.0,2174,39,0.0
Existing Customer,46,M,$60K - $80K,33,2,12745.0,4380,80,0.0
Existing Customer,33,F,Less than $40K,24,2,12956.0,2492,56,0.0
Existing Customer,35,M,$60K - $80K,25,1,14365.0,2290,62,0.0
Existing Customer,36,F,Less than $40K,28,1,1967.0,4620,77,0.0
Existing Customer,47,M,$120K +,41,2,10614.0,4601,77,0.07
Existing Customer,60,F,$40K - $60K,36,3,3959.0,4935,92,0.0
Existing Customer,45,F,Less than $40K,33,1,1830.0,4838,71,0.36
Existing Customer,47,F,$40K - $60K,33,2,9148.0,3451,59,0.06
Existing Customer,50,F,Less than $40K,38,4,7398.0,4311,73,0.21
Existing Customer,41,F,Less than $40K,32,3,2225.0,4917,84,0.0
Existing Customer,49,F,$40K - $60K,30,3,2765.0,4629,58,0.44
Existing Customer,55,F,Less than $40K,36,2,3035.0,1877,37,0.76
Attrited Customer,35,M,$80K - $120K,27,2,2904.0,2653,46,0.87
Existing Customer,35,M,$60K - $80K,30,1,8547.0,1311,33,0.2
Existing Customer,57,F,Unknown,36,4,2312.0,5104,82,0.77
Existing Customer,49,F,Less than $40K,43,1,7037.0,7678,93,0.0
Existing Customer,41,F,Less than $40K,31,3,2934.0,4253,66,0.32
Existing Customer,60,M,$40K - $60K,36,3,5420.0,3477,60,0.0
Existing Customer,45,F,Unknown,27,3,2478.0,4353,80,0.7
Existing Customer,36,M,$60K - $80K,36,2,5497.0,1981,38,0.28
Existing Customer,36,M,$40K - $60K,28,1,2157.0,1663,33,0.27
Existing Customer,38,F,Less than $40K,31,3,1854.0,5245,89,0.0
Existing Customer,46,F,Less than $40K,41,1,1489.0,4669,94,0.64
Existing Customer,50,F,Unknown,38,2,2808.0,5137,81,0.61
Existing Customer,44,M,$80K - $120K,36,2,2509.0,3166,72,0.58
Existing Customer,43,M,$80K - $120K,36,2,14418.0,3880,68,0.0
Attrited Customer,43,M,$80K - $120K,34,4,4617.0,1779,35,0.22
Existing Customer,51,M,$80K - $120K,39,3,9773.0,3578,71,0.2
Existing Customer,61,F,Less than $40K,48,3,3156.0,1376,44,0.68
Existing Customer,46,M,$80K - $120K,36,3,17698.0,8056,95,0.1
Existing Customer,28,F,Less than $40K,23,1,2543.0,3864,64,0.46
Existing Customer,33,M,$80K - $120K,28,2,22399.0,2390,62,0.06
Existing Customer,52,M,$60K - $80K,36,2,9137.0,4626,77,0.19
Existing Customer,44,M,$80K - $120K,35,3,18358.0,3920,85,0.06
Existing Customer,48,M,$60K - $80K,38,2,11596.0,4686,67,0.11
Existing Customer,46,F,Less than $40K,40,4,1438.3,4283,88,0.0
Existing Customer,40,F,Unknown,31,3,15970.0,1260,32,0.08
Attrited Customer,50,M,$120K +,42,3,1656.0,2073,44,0.0
Existing Customer,42,M,$40K - $60K,33,3,5306.0,7437,94,0.45
Existing Customer,36,F,Less than $40K,30,1,5494.0,2661,58,0.38
Existing Customer,46,M,$80K - $120K,35,3,11096.0,3949,69,0.0
Existing Customer,52,F,Less than $40K,42,3,5456.0,3470,65,0.0
Existing Customer,39,M,Less than $40K,28,3,4683.0,2010,45,0.54
Existing Customer,59,M,$40K - $60K,36,2,2300.0,1693,27,0.85
Existing Customer,43,M,$60K - $80K,36,1,5427.0,4328,73,0.4
Existing Customer,40,F,Less than $40K,27,4,2035.0,4107,82,0.0
Existing Customer,56,F,Less than $40K,44,4,2030.0,4851,84,0.62
Existing Customer,38,F,Less than $40K,32,3,2264.0,1204,28,0.0
Existing Customer,36,F,Less than $40K,28,3,4824.0,1516,32,0.52
Existing Customer,56,F,$40K - $60K,44,2,2610.0,4127,69,0.76
Existing Customer,46,F,Less than $40K,39,2,7128.0,3534,70,0.2
Existing Customer,44,M,$60K - $80K,32,3,11651.0,3870,64,0.12
Attrited Customer,49,F,Less than $40K,35,1,2214.0,2144,51,0.41
Existing Customer,46,M,$40K - $60K,40,2,7333.0,3636,48,0.12
Attrited Customer,46,F,Less than $40K,36,2,3138.0,4724,56,0.31
Attrited Customer,49,F,Less than $40K,37,2,6184.0,1756,49,0.0
Existing Customer,43,M,$60K - $80K,36,2,4255.0,3607,75,0.41
Existing Customer,40,M,$80K - $120K,36,3,3624.0,4749,82,0.0
Existing Customer,44,F,Unknown,34,4,2105.0,4190,67,0.0
Existing Customer,55,F,Less than $40K,44,2,2638.0,4153,77,0.54
Existing Customer,53,F,Less than $40K,36,3,1438.3,4704,79,0.44
Existing Customer,57,M,$120K +,36,2,23700.0,1644,28,0.06
Existing Customer,44,F,Less than $40K,34,2,2718.0,4423,68,0.63
Existing Customer,48,F,Unknown,39,1,6130.0,4264,63,0.28
Existing Customer,54,M,$80K - $120K,42,1,9642.0,1401,35,0.26
Existing Customer,52,F,Less than $40K,42,3,3103.0,4641,80,0.81
Existing Customer,53,M,$120K +,33,3,21006.0,1856,57,0.09
Existing Customer,50,M,$80K - $120K,45,2,1687.0,4342,82,0.59
Existing Customer,51,M,$80K - $120K,41,3,5638.0,2036,50,0.14
Existing Customer,56,F,Unknown,51,1,3334.0,4284,73,0.38
Existing Customer,47,F,Less than $40K,36,3,2780.0,4980,78,0.8
Attrited Customer,53,F,Less than $40K,36,3,3918.0,2115,42,0.64
Existing Customer,49,M,$60K - $80K,36,2,17811.0,3748,79,0.04
Existing Customer,38,F,$40K - $60K,19,1,5559.0,5344,82,0.29
Attrited Customer,41,M,$60K - $80K,34,2,5045.0,2042,40,0.41
Existing Customer,43,F,Unknown,38,3,2960.0,3921,63,0.63
Existing Customer,44,F,Less than $40K,31,2,1550.0,4534,87,0.46
Existing Customer,42,F,Less than $40K,36,2,1734.0,4092,76,0.0
Existing Customer,49,M,$60K - $80K,43,4,15377.0,1848,49,0.1
Existing Customer,49,M,$120K +,38,3,18991.0,7716,83,0.06
Existing Customer,43,M,$60K - $80K,30,2,19711.0,3602,72,0.0
Existing Customer,50,M,$80K - $120K,41,3,23209.0,3530,71,0.06
Attrited Customer,59,F,$40K - $60K,40,4,1438.3,689,23,0.0
Existing Customer,47,M,$60K - $80K,36,2,13867.0,4297,68,0.0
Existing Customer,54,F,Less than $40K,44,2,2027.0,1702,37,0.73
Existing Customer,38,F,Less than $40K,33,3,2206.0,1739,35,0.92
Existing Customer,52,M,$80K - $120K,44,2,2650.0,4218,64,0.4
Existing Customer,49,M,$60K - $80K,37,1,4854.0,3651,70,0.25
Attrited Customer,57,F,Less than $40K,43,3,1462.0,2299,42,0.0
Existing Customer,42,M,$40K - $60K,32,2,2807.0,1346,26,0.66
Existing Customer,47,M,$120K +,35,3,3636.0,1564,59,0.28
Existing Customer,44,F,Less than $40K,33,3,2337.0,4048,83,0.3
Attrited Customer,39,M,$80K - $120K,31,3,3929.0,7773,64,0.14
Existing Customer,38,M,$60K - $80K,32,1,7709.0,2520,61,0.29
Existing Customer,48,M,$40K - $60K,38,4,5219.0,3481,78,0.21
Existing Customer,43,F,Unknown,36,3,9851.0,1212,24,0.0
Existing Customer,34,F,Less than $40K,23,3,2164.0,5075,71,0.54
Existing Customer,33,F,$40K - $60K,36,2,2748.0,4314,75,0.68
Existing Customer,37,F,Less than $40K,31,3,2005.0,2439,61,0.76
Attrited Customer,42,F,$40K - $60K,36,3,2705.0,2602,43,0.9
Attrited Customer,44,F,Less than $40K,34,3,1751.0,2078,37,0.0
Existing Customer,38,F,Less than $40K,28,4,1438.3,4815,81,0.0
Existing Customer,46,M,$80K - $120K,40,3,3673.0,1257,34,0.62
Existing Customer,54,M,$60K - $80K,49,1,5269.0,2195,63,0.21
Existing Customer,47,M,$80K - $120K,36,1,18037.0,1387,36,0.0
Existing Customer,46,M,$60K - $80K,29,3,5735.0,3908,75,0.42
Existing Customer,44,F,Less than $40K,34,1,3226.0,4317,81,0.78
Existing Customer,38,F,Less than $40K,26,2,4002.0,2114,53,0.35
Attrited Customer,35,M,$80K - $120K,27,2,3575.0,861,15,0.53
Existing Customer,35,M,Less than $40K,36,3,2311.0,4730,89,0.53
Existing Customer,53,F,Less than $40K,44,1,4737.0,7802,88,0.35
Attrited Customer,40,F,Less than $40K,31,3,2391.0,2857,40,0.0
Existing Customer,32,F,$40K - $60K,26,3,3174.0,4508,83,0.66
Existing Customer,62,F,$40K - $60K,43,1,4760.0,1459,20,0.0
Attrited Customer,41,F,$40K - $60K,33,3,1604.0,2264,47,0.0
Existing Customer,65,F,Less than $40K,36,2,4182.0,4046,57,0.0
Existing Customer,44,F,Unknown,40,1,7212.0,5169,82,0.14
Existing Customer,43,F,Less than $40K,36,3,7584.0,4783,65,0.24
Existing Customer,44,F,Unknown,34,2,10100.0,1052,18,0.0
Existing Customer,47,F,Less than $40K,29,2,2897.0,4491,75,0.22
Existing Customer,45,F,Less than $40K,36,1,3349.0,4405,55,0.75
Existing Customer,44,F,Less than $40K,36,3,1699.0,5495,87,0.0
Existing Customer,42,F,Less than $40K,31,2,13441.0,1894,49,0.19
Attrited Customer,31,M,Less than $40K,21,2,3768.0,6639,71,0.0
Existing Customer,38,F,Less than $40K,36,2,2396.0,4593,74,0.92
Existing Customer,52,F,Unknown,40,3,10317.0,3939,60,0.06
Attrited Customer,35,F,Less than $40K,25,2,2231.0,2576,42,0.8
Existing Customer,54,M,$60K - $80K,36,3,11067.0,1843,38,0.23
Existing Customer,53,F,$40K - $60K,41,1,9815.0,7962,89,0.17
Existing Customer,50,F,Less than $40K,40,2,2925.0,3913,47,0.71
Existing Customer,43,F,Less than $40K,31,4,1477.0,4802,82,0.0
Attrited Customer,55,F,Less than $40K,49,1,1583.0,2541,36,0.15
Existing Customer,58,M,$60K - $80K,53,2,1438.3,1539,40,0.0
Existing Customer,37,F,Less than $40K,36,2,2588.0,4159,83,0.69
Existing Customer,41,F,Less than $40K,28,1,2354.0,4048,61,0.81
Attrited Customer,50,M,$60K - $80K,38,3,7603.0,2497,42,0.1
Existing Customer,61,M,$40K - $60K,47,3,1438.3,1397,43,0.59
Existing Customer,49,M,$80K - $120K,36,3,3989.0,5189,82,0.63
Existing Customer,44,M,$60K - $80K,38,1,2440.0,4382,88,0.62
Existing Customer,40,M,$40K - $60K,36,2,6033.0,4505,74,0.0
Attrited Customer,44,F,Less than $40K,25,2,3101.0,2512,37,0.0
Existing Customer,34,M,Unknown,36,4,22886.0,2652,61,0.04
Existing Customer,54,F,Unknown,49,1,11905.0,4022,65,0.0
Existing Customer,41,M,$40K - $60K,32,2,10266.0,1720,42,0.14
Existing Customer,53,M,$80K - $120K,43,2,4039.0,1494,36,0.35
Existing Customer,48,F,Less than $40K,38,1,3541.0,3410,69,0.41
Existing Customer,60,M,Less than $40K,49,2,2094.0,1969,41,0.74
Existing Customer,53,F,$40K - $60K,47,3,6605.0,2017,47,0.22
Existing Customer,49,M,$60K - $80K,30,3,1579.0,4354,70,0.57
Attrited Customer,48,F,Less than $40K,36,2,2700.0,2396,49,0.92
Existing Customer,57,F,Less than $40K,49,2,1781.0,4593,81,0.0
Existing Customer,48,M,$80K - $120K,36,3,2852.0,1382,40,0.26
Existing Customer,45,M,$120K +,40,4,16476.0,4717,71,0.08
Attrited Customer,39,F,Less than $40K,36,3,1817.0,2216,44,0.0
Attrited Customer,62,F,Less than $40K,50,3,2936.0,2692,29,0.11
Existing Customer,57,M,$80K - $120K,50,2,4522.0,1806,38,0.41
Existing Customer,41,F,Less than $40K,28,3,2665.0,4500,71,0.73
Existing Customer,47,M,$60K - $80K,36,2,2926.0,1304,24,0.0
Existing Customer,56,F,Less than $40K,36,1,3652.0,1561,39,0.37
Existing Customer,54,M,$120K +,45,1,5597.0,4844,58,0.0
Existing Customer,44,M,$80K - $120K,33,3,4131.0,906,22,0.19
Existing Customer,57,F,Unknown,51,1,8362.0,1175,41,0.0
Existing Customer,30,F,Unknown,18,2,9641.0,4710,75,0.0
Existing Customer,40,F,Less than $40K,26,1,7291.0,2198,56,0.34
Existing Customer,53,M,$80K - $120K,43,1,6704.0,1331,30,0.2
Attrited Customer,42,F,$40K - $60K,33,3,2918.0,2056,54,0.0
Attrited Customer,56,M,$60K - $80K,43,2,4535.0,2342,40,0.0
Existing Customer,47,F,Less than $40K,42,3,1438.3,4624,73,0.0
Existing Customer,54,F,Less than $40K,40,2,2178.0,1724,47,0.52
Existing Customer,46,M,$60K - $80K,37,3,10074.0,8256,99,0.12
Existing Customer,40,F,Less than $40K,35,1,2448.0,1269,30,0.69
Existing Customer,60,F,Less than $40K,50,3,3426.0,4467,69,0.48
Attrited Customer,42,F,$40K - $60K,36,2,1438.3,2191,51,0.0
Existing Customer,52,M,$60K - $80K,36,3,18336.0,7509,84,0.11
Existing Customer,40,F,$40K - $60K,36,3,3144.0,4758,67,0.57
Existing Customer,38,M,$60K - $80K,26,4,5824.0,1801,44,0.26
Existing Customer,60,F,Less than $40K,36,2,2688.0,4183,71,0.6
Existing Customer,49,F,Less than $40K,36,4,2505.0,4109,61,0.0
Existing Customer,37,F,$40K - $60K,29,2,4394.0,1377,32,0.2
Existing Customer,47,F,Less than $40K,34,2,8109.0,3609,77,0.07
Existing Customer,48,M,$40K - $60K,41,2,2582.0,2144,42,0.54
Existing Customer,45,F,$40K - $60K,40,2,15785.0,8097,105,0.07
Attrited Customer,52,M,$80K - $120K,44,3,11606.0,2623,39,0.0
Existing Customer,44,F,$40K - $60K,38,3,7881.0,3068,77,0.32
Existing Customer,35,F,Less than $40K,30,1,1438.3,4006,72,0.0
Existing Customer,50,F,Less than $40K,46,2,2081.0,1337,29,0.59
Existing Customer,48,M,$60K - $80K,37,1,13197.0,8424,84,0.0
Existing Customer,47,M,$60K - $80K,34,3,9261.0,2468,44,0.17
Existing Customer,49,M,$120K +,41,1,7184.0,3244,58,0.17
Attrited Customer,48,M,$60K - $80K,28,2,9405.0,4801,47,0.0
Existing Customer,59,M,$40K - $60K,46,3,1648.0,1776,36,0.6
Existing Customer,63,F,Less than $40K,53,1,2675.0,1959,56,0.94
Existing Customer,54,M,$60K - $80K,43,3,6224.0,2187,58,0.3
Existing Customer,45,M,$80K - $120K,35,2,2226.0,4928,77,0.55
Existing Customer,45,M,$40K - $60K,39,1,15198.0,3183,64,0.14
Existing Customer,45,F,$40K - $60K,36,4,1438.3,5136,81,0.69
Existing Customer,44,M,$40K - $60K,29,1,19360.0,3966,78,0.04
Existing Customer,60,F,Unknown,51,3,23566.0,4274,64,0.05
Existing Customer,41,F,Less than $40K,32,3,3189.0,4813,86,0.0
Existing Customer,51,M,$40K - $60K,36,3,5000.0,4077,81,0.19
Existing Customer,44,M,$60K - $80K,28,2,11338.0,1227,24,0.0
Existing Customer,36,M,$120K +,26,2,17116.0,2547,45,0.06
Existing Customer,44,M,$80K - $120K,38,3,9183.0,4503,69,0.24
Existing Customer,38,M,$40K - $60K,31,3,6116.0,1592,32,0.28
Existing Customer,50,M,$80K - $120K,36,2,2418.0,3896,58,0.71
Attrited Customer,56,F,$40K - $60K,44,3,1544.0,1902,35,0.0
Existing Customer,33,F,Unknown,36,2,2279.0,4169,74,0.63
Existing Customer,50,M,$60K - $80K,46,1,3640.0,3756,70,0.18
Existing Customer,45,M,$60K - $80K,35,3,17884.0,2031,49,0.12
Existing Customer,31,M,$40K - $60K,26,1,2037.0,2563,64,0.0
Existing Customer,65,F,Less than $40K,36,3,1438.3,948,24,0.52
Existing Customer,44,M,Less than $40K,33,2,6130.0,3411,78,0.13
Existing Customer,45,F,Less than $40K,25,2,3518.0,4034,82,0.58
Existing Customer,44,F,Less than $40K,36,3,2333.0,1198,31,0.64
Existing Customer,26,F,Unknown,36,3,7595.0,4080,72,0.14
Existing Customer,52,F,Unknown,40,2,1438.3,4991,78,0.85
Existing Customer,49,F,$40K - $60K,42,3,5129.0,3192,61,0.32
Existing Customer,42,F,$40K - $60K,27,1,1950.0,3873,76,0.55
Existing Customer,46,F,Less than $40K,38,3,4317.0,1619,36,0.58
Existing Customer,59,M,$120K +,48,3,17999.0,4740,78,0.1
Existing Customer,45,F,Less than $40K,36,4,2632.0,4787,89,0.56
Existing Customer,35,F,Less than $40K,36,3,5931.0,2730,71,0.0
Attrited Customer,43,M,$120K +,30,2,17228.0,2229,44,0.08
Existing Customer,37,F,$40K - $60K,30,4,3417.0,1641,32,0.74
Attrited Customer,58,F,Unknown,50,2,8513.0,2119,37,0.09
Attrited Customer,42,M,$40K - $60K,36,2,10543.0,1841,39,0.0
Existing Customer,56,F,Unknown,36,2,4263.0,4876,70,0.0
Existing Customer,41,M,$40K - $60K,22,2,1438.3,4439,81,0.0
Existing Customer,47,M,$80K - $120K,34,3,18178.0,1837,37,0.0
Existing Customer,49,F,$40K - $60K,39,3,2720.0,3806,61,0.71
Attrited Customer,39,F,$40K - $60K,28,3,3911.0,2867,42,0.0
Existing Customer,56,M,$60K - $80K,36,1,9226.0,1626,29,0.13
Existing Customer,49,F,Less than $40K,35,2,5195.0,3313,69,0.0
Attrited Customer,38,M,$60K - $80K,26,2,11252.0,1766,31,0.1
Existing Customer,38,M,$80K - $120K,19,2,1518.0,3595,65,0.74
Existing Customer,44,F,Unknown,36,1,8729.0,5347,96,0.16
Existing Customer,51,M,$80K - $120K,43,2,10458.0,3481,51,0.0
Existing Customer,51,F,Less than $40K,40,3,1438.3,4263,84,0.8
